createdat,createdby,modifiedat,modifiedby,codigo,descripcion,tipoorden,claseorden,moneda_code,fechainicio,valorinversion,liberado,division_codigo,centrologistico_codigo,centrocosto_codigo
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601816,FP2024_140  CONGELADOR 25 PIES SV LOARQ,01,Y600,HNL,2024-10-30,22000.0000,t,9999,5003,1112330001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601817,FP2024_141  CONGELADOR 25 PIES SV KENNED,01,Y600,HNL,2024-10-30,22000.0000,t,9999,5003,1112330002
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601818,FP2024_142  CONGELADOR 25 PIES SV KENNED,01,Y600,HNL,2024-10-30,22000.0000,t,9999,5003,1112330002
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601688,FP2024_060 GENERADOR GASOLINA SV LOARQUE,01,Y600,HNL,2024-06-21,35200.0000,t,9999,5003,1112330001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601641,FP2024_026  BASURERO 50 GAL  SV LOARQUE,01,Y600,HNL,2024-04-01,9500.0000,t,9999,5003,1112330001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601647,FP2024_031  CAJA FUERTE SV VILLANUEVA,01,Y600,HNL,2024-04-17,27100.0000,t,9999,5003,1112330003
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601648,FP2024_032  CAJA FUERTE  SV KENNEDY,01,Y600,HNL,2024-04-17,27100.0000,t,9999,5003,1112330002
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601649,FP2024_033  CAJA FUERTE  SV LOARQUE,01,Y600,HNL,2024-04-17,27100.0000,t,9999,5003,1112330001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601650,PP2024_043 IMPRES. MATRICIAL SV LOARQUE,01,Y600,HNL,2024-04-19,10900.0000,t,9999,5003,1112330001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601651,FP2024_035  SCANERLI4278 SV LOARQUE,01,Y600,HNL,2024-04-19,7500.0000,t,9999,5003,1112330001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601934,FP2025_036 2 sillas / SV Loarque,01,Y600,HNL,2025-04-02,7900.0000,t,9999,5003,1112330001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601935,FP2025_037 1 silla / SV Villanueva,01,Y600,HNL,2025-04-02,4000.0000,t,9999,5003,1112330003
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601942,"FP2025_044 1 Freezer 25""pies SV Loarque",01,Y600,HNL,2025-04-25,23000.0000,t,9999,5003,1112330001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601943,FP2025_045 Impresora Multifun SV Kenedy,01,Y600,HNL,2025-04-25,5900.0000,t,9999,5003,1112330002
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601944,FP2025_046 Compresor para A/C SV Kenedy,01,Y600,HNL,2025-04-25,7000.0000,t,9999,5003,1112330002
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601945,FP2025_047 Compresor Freezer SV Kenedy,01,Y600,HNL,2025-04-25,10600.0000,t,9999,5003,1112330002
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601950,"FP2025_052 1 freezer 25"" Pies SV Loarque",01,Y600,HNL,2025-05-14,23200.0000,t,9999,5003,1112330001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601723,FP2024_091  GAB. METAL 6RU CD JUTICALPA,01,Y600,HNL,2024-07-25,5400.0000,t,9999,5004,1113000008
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601724,FP2024_092 TERMINAL BIOM. CD JUTICALPA,01,Y600,HNL,2024-07-25,5300.0000,t,9999,5004,1113000008
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601708,FP2024_077  MOB. SUP CD JUTICALPA,01,Y600,HNL,2024-07-04,9300.0000,t,9999,5004,1113000008
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601726,FP2024_094 MINISPLIT 00074 LENOX CD JUT.,01,Y600,HNL,2024-08-02,8100.0000,t,9999,5004,1113000008
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601727,FP2024_095 MINISPLIT 00076 LENOX CD JUT.,01,Y600,HNL,2024-08-02,16900.0000,t,9999,5004,1113000008
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601728,FP2024_096 SILLA ESPERA VISI CD JUTICALP,01,Y600,HNL,2024-08-02,0.0100,t,9999,5004,1113000008
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601729,FP2024_097  ESCRITORIO SECRET. CD JUTIC.,01,Y600,HNL,2024-08-02,7200.0000,t,9999,5004,1113000008
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601730,FP2024_098  SILLA SEMIEJECUTICA CD JUTIC,01,Y600,HNL,2024-08-02,3300.0000,t,9999,5004,1113000008
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601713,FP2024_083  MOB Y SILLAS CD JUTICALPA,01,Y600,HNL,2024-07-17,30100.0000,t,9999,5004,1113000008
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601714,FP2024_084 OASIS/DISP. CD JUTICALPA,01,Y600,HNL,2024-07-17,11900.0000,t,9999,5004,1113000008
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601788,FP2024_119 CAMARAS SEGURIDAD CD JUTICALP,01,Y600,HNL,2024-09-20,23100.0000,t,9999,5004,1113000008
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601764,FP2024_111_15  ESTANTE 5 NIVELES SV CHOL,01,Y600,HNL,2024-08-27,4200.0000,t,9999,5004,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601913,FP2025_020 troco 250-350 KG CD Juticalpa,01,Y600,HNL,2025-02-19,6900.0000,t,9999,5004,1113000008
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601926,FP2025_028  MO INST 2 AC CROSS JUTICALPA,01,Y600,HNL,2025-03-21,18400.0000,t,9999,5004,1113000008
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601859,FP2024_181   IMPRESORA MATRICIAL SV CHOL,01,Y600,HNL,2024-12-06,9600.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601845,FP2024_111_21  DISPENSADOR AGUA SV CHOL,01,Y600,HNL,2024-11-11,3700.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601749,FP2024_111 OBRA CIVIL SV CHOLUTECA,01,Y600,HNL,2024-08-27,220500.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601750,FP2024_111_1 MUEBLES Y ESTANTERIA SV CHO,01,Y600,HNL,2024-08-27,73300.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601751,FP2024_111_2 L2 SWITCH-8 SV CHOLUTECA,01,Y600,HNL,2024-08-27,11500.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601752,FP2024_111_3 EQUIPO DE SEGURIDAD SV CHOL,01,Y600,HNL,2024-08-27,36800.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601753,FP2024_111_4 BASCULA SCALE SV CHOLUTECA,01,Y600,HNL,2024-08-27,73200.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601754,FP2024_111_5  DESKTOP DELL SV CHOLUTECA,01,Y600,HNL,2024-08-27,24300.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601755,FP2024_111_6  MICROONDAS SV CHOLUTECA,01,Y600,HNL,2024-08-27,3300.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601756,"FP2024_111_7  TELEVISOR LED 50"" SV CHOLU",01,Y600,HNL,2024-08-27,10600.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601757,FP2024_111_8 TROCO DIA-450 SV CHOLUTECA,01,Y600,HNL,2024-08-27,4000.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601758,FP2024_111_9   UPS 100VA  SV CHOLUTECA,01,Y600,HNL,2024-08-27,6800.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601759,FP2024_111_10 ZEBRA LECTOR SV CHOLUTECA,01,Y600,HNL,2024-08-27,7500.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601760,FP2024_111_11 IMPRESORA EPSON SV CHOLUT,01,Y600,HNL,2024-08-27,10900.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601761,FP2024_111_12 MULTIFUNCIONAL EPS SV CHOL,01,Y600,HNL,2024-08-27,6300.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601762,FP2024_111_13 CAJA FUERTE SV CHOLUTECA,01,Y600,HNL,2024-08-27,31400.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601763,FP2024_111_14 MESA OVALADA SV CHOLUTECA,01,Y600,HNL,2024-08-27,11500.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601765,FP2024_111_16 BASURERO 50 GALS SV CHOLU,01,Y600,HNL,2024-08-27,5700.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601766,FP2024_111_17 MESA DE TRABAJO SV CHOLUTE,01,Y600,HNL,2024-08-27,11600.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601767,FP2024_111_18 LOCKER INICIO SV CHOLUTECA,01,Y600,HNL,2024-08-27,3100.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601768,FP2024_111_19 GENERADOR  SV CHOLUTECA,01,Y600,HNL,2024-08-27,43200.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601769,FP2024_111_20 2 A/C 36000BTU SV CHOLUTEC,01,Y600,HNL,2024-08-27,97350.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601924,FP2025_026  INS GENERADOR PORT. SV CHOLU,01,Y600,HNL,2025-03-21,21600.0000,t,9999,5005,1112350001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600072,Proyecto SAP/ GG,01,Y600,HNL,2018-04-19,17560027.7500,t,9999,6000,1111100001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600074,Ventiadores AGP,01,Y600,HNL,2018-04-19,70000.0000,t,9999,6000,1123900003
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600078,"Camion, Sustitucion, LOG/CADSUM TGU",01,Y600,HNL,2018-06-19,1500000.0000,t,9999,6000,1113000004
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600080,"Bomba para Lavar Galeras, AREP",01,Y600,HNL,2018-04-24,27781.3100,t,9999,6000,1129900099
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600101,"COMODATO CONG. 27"" TOP CERRADO VTASTGU",01,Y600,HNL,2018-06-01,37496.9000,t,9999,6000,1112100001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600102,"COMODATO CONG. 27"" TOP CERRADO VTASTGU",01,Y600,HNL,2018-06-01,18748.4500,t,9999,6000,1112100001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600103,"COMODATO CONG. 27"" TOP CERRADO VTASTGU",01,Y600,HNL,2018-06-01,18748.4500,t,9999,6000,1112100001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601280,FP2023_020 TROCOS RUEDA SOLIDA LOG,01,Y600,HNL,2023-02-09,25700.0000,t,9999,6000,1113000004
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601282,FP2023_022 MOTOBOMBA REPRO,01,Y600,HNL,2023-02-09,15500.0000,t,1000,6000,1129900099
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601283,FP2023_023 HIDROLAVADORA REPROD,01,Y600,HNL,2023-02-09,27000.0000,t,1000,6000,1129900099
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601860,PP2024_032  DESKTOP DELL SFF LOGISTICA,01,Y600,HNL,2024-12-06,23300.0000,t,9999,6000,1113000004
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601862,FP2024_183   SILLA PU  MANT. AUTOMOTRIZ,01,Y600,HNL,2024-12-06,3600.0000,t,9999,6000,1113000005
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601863,FP2024_184   SILLA PU  MANT. AUTOMOTRIZ,01,Y600,HNL,2024-12-06,3600.0000,t,9999,6000,1113000005
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601865,FP2024_186 ASPIRADORA 62718 ROJA HOLDING,01,Y600,HNL,2024-12-06,9400.0000,t,9999,6000,1113000007
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601866,FP2024-187 CANDADO MUL-T-LOCK HOLDING,01,Y600,HNL,2024-12-06,6100.0000,t,9999,6000,1113000007
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601867,FP2024_188 HIDRILAVADORA HW1300 HOLDING,01,Y600,HNL,2024-12-06,8650.0000,t,9999,6000,1113000007
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601808,FP2024_132  BOMBA ENGRASE MANT AUTOM.,01,Y600,HNL,2024-10-21,8100.0000,t,9999,6000,1113000005
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601809,FP2024_133  1 FREEZER TALANGA VENTAS TGU,01,Y600,HNL,2024-10-21,21000.0000,t,9999,6000,1112100001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601810,FP2024_134  LAPTOP DELL 5540 COMPRAS,01,Y600,HNL,2024-10-22,32400.0000,t,9999,6000,1111200007
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600140,LECTOR DE CODIGOS DE BARRA CDSPS/CADSUM,01,Y600,HNL,2018-09-11,14950.0000,t,9999,6000,1113000001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600141,LECTOR DE CODIGOS DE BARRA CDTGU/CADSUM,01,Y600,HNL,2018-09-11,22425.0000,t,9999,6000,1113000002
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601896,"FP2025_003 6 Sillas, 1 Escrito, Creditos",01,Y600,HNL,2025-01-13,35700.0000,t,9999,6000,1111200003
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601897,FP2025_004 pisocamion HCK8226Equipo pesa,01,Y600,HNL,2025-01-15,85400.0000,t,9999,6000,1140000001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601898,FP2025_005 Piso camion TEA4211 Equipo pe,01,Y600,HNL,2025-01-15,85400.0000,t,9999,6000,1140000001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601953,FP2025_055 Esmeril inalambrica Makita,01,Y600,HNL,2025-05-19,8250.0000,t,9999,6000,1123900002
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601951,FP2025_053Tanque para cisterna logistica,01,Y600,HNL,2025-05-19,14300.0000,t,9999,6000,1113000004
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601846,FP2024_169  SILLA SEMI EJEC. ADMONCADSUM,01,Y600,HNL,2024-11-14,3500.0000,t,9999,6000,1113000006
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601847,FP2024_  COMPRESOR 60LB  HOLDING,01,Y600,HNL,2024-11-14,10700.0000,t,9999,6000,1113000007
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601848,FP2024_171  SILLAS SEMI-EJEC. BASCULA,01,Y600,HNL,2024-11-14,6900.0000,t,9999,6000,1140000004
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601850,FP2024_172  CONG. PRONTO SAN FCO VTA TGU,01,Y600,HNL,2024-11-14,20000.0000,t,9999,6000,1112100001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601851,FP2024_172  CONG. PRONTO LOARQUE VTA TGU,01,Y600,HNL,2024-11-14,20000.0000,t,9999,6000,1112100001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601852,FP2024_174  LAPTOP DELL 5440 LOGISTICA,01,Y600,HNL,2024-11-15,32400.0000,t,9999,6000,1113000004
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601200,FP2022_090 CONG HORIZ VIDRIO VTA TGU,01,Y600,HNL,2022-11-01,21000.0000,t,9999,6000,1112100001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600120,"Camion, Sustitucion 2, LOG/CADSUM TGU",01,Y600,HNL,2018-07-16,1500000.0000,t,9999,6000,1113000004
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600121,"SILOS DE REPRODUCTORAS, AREP/REP",01,Y600,HNL,2018-07-16,900000.0000,t,1000,6000,1129900099
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600184,FP2019-001 CAMARAS D SEG. COMER-V/TGU,01,Y600,HNL,2019-01-15,5800.0000,t,9999,6000,1112330001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600460,FP2019_072 SILLA EJECUTIVA AUD/GG,01,Y600,HNL,2019-11-11,5400.0000,t,9999,6000,1111100002
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600461,FP2019_073 ESCRITORIO AUD/GG,01,Y600,HNL,2019-11-11,3000.0000,t,9999,6000,1111100002
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600462,"PP2019_031 FREEZER 25"" VTD-TGU/COMER",01,Y600,HNL,2019-11-12,18000.0000,t,9999,6000,1112100001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600463,"PP2019_037 FREEZER 25"" VTD-TGU/COMER",01,Y600,HNL,2019-11-12,18000.0000,t,9999,6000,1112100001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600464,"PP2019_040 FREEZER 25"" VTD-SPS/COMER",01,Y600,HNL,2019-11-12,18000.0000,t,9999,6000,1112100002
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600465,"PP2019_041 FREEZER 25"" VTD-SPS/COMER",01,Y600,HNL,2019-11-12,18000.0000,t,9999,6000,1112100002
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600466,"PP2019_042 FREEZER 25"" SV1/COMER",01,Y600,HNL,2019-11-12,18000.0000,t,9999,6000,1112100001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600467,"PP2019_043 FREEZER 25"" SV1/COMER",01,Y600,HNL,2019-11-12,18000.0000,t,9999,6000,1112330001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601780,FP2024_112  ANTENA STARLINK HOLDING,01,Y600,HNL,2024-09-02,10000.0000,t,9999,6000,1113000007
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601783,FP2024_114  ESCRITORIO (02 GAVETAS) PF,01,Y600,HNL,2024-09-05,4200.0000,t,9999,6000,1111200002
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601800,FP2024_124  MICROONDAS GE TELEMERCADEO,01,Y600,HNL,2024-10-15,3995.0000,t,9999,6000,1112400001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601801,FP2024_128  MONITOR SAMSUNG VTAS TGU,01,Y600,HNL,2024-10-17,3300.0000,t,9999,6000,1112100001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601802,FP2024_129  CUBICULOS TIPO ESCRITORIO IT,01,Y600,HNL,2024-10-17,35200.0000,t,9999,6000,1111100003
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601803,FP2024_130  SILLAS SEMIEJECUTIVAS IT,01,Y600,HNL,2024-10-17,8700.0000,t,9999,6000,1111100003
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601804,FP2024_131  DESGUAÑADORA C-35 HOLDING,01,Y600,HNL,2024-10-17,14700.0000,t,9999,6000,1113000007
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600424,PP2019_162 A CAJON/COMOD; VTD-SPS/COMER,01,Y600,HNL,2019-10-21,174000.0000,t,9999,6000,1112100002
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600425,PP2019_162 B THERMOK/COMD; VTD-SPS/COMER,01,Y600,HNL,2019-10-21,520000.0000,t,9999,6000,1112100002
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600427,FP2019_061 PIST SUCC PULMONES PBEN/PP,01,Y600,HNL,2019-10-21,31000.0000,t,1001,6000,1131100001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600428,FP2019_057 HIDROLAVADORA CDTGU/CADSUM,01,Y600,HNL,2019-10-21,145000.0000,t,9999,6000,1113000002
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600429,FP2019_068 COMPUT PORTATIL VTDTGU/COMER,01,Y600,HNL,2019-10-24,29000.0000,t,9999,6000,1112100001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600430,FP2019_067 CAMARA DE SEGURIDAD SEG/GG,01,Y600,HNL,2019-10-24,3100.0000,t,9999,6000,1111100004
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600431,FP2019_066 CAMARA DE SEGURIDAD SEG/GG,01,Y600,HNL,2019-10-24,3100.0000,t,9999,6000,1111100004
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600432,FP2019_065 CAMARA DE SEGURIDAD SEG/GG,01,Y600,HNL,2019-10-24,3100.0000,t,9999,6000,1111100004
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600433,FP2019_064 CAMARA DE SEGURIDAD SEG/GG,01,Y600,HNL,2019-10-24,3100.0000,t,9999,6000,1111100004
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,600122,"COMPUTADORA LAPTOP, COMER,MERCADERO",01,Y600,HNL,2018-07-24,27610.0000,t,9999,6000,1112310001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601721,FP2024_089  GAB. METALICO 6RU CD COMAY.,01,Y600,HNL,2024-07-25,5400.0000,t,9999,6000,1113000009
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601722,FP2024_090 TERMINAL BIOMETRICA CD COMAY.,01,Y600,HNL,2024-07-25,5300.0000,t,9999,6000,1113000009
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601961,PP2025_059 Laptop DELL Contabilidad,01,Y600,HNL,2025-05-26,32500.0000,t,9999,6000,1111200001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601962,PP2025_060 UPS DE 1500 VA-SV Loarque,01,Y600,HNL,2025-05-27,6980.0000,t,9999,6000,1112330001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601740,FP2024_102  DELL LATITUDE 5450 GER. GEN.,01,Y600,HNL,2024-08-08,30900.0000,t,9999,6000,1111100001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601581, FP2024_002 FREEZER DOS PTAS 25 SVF,01,Y600,HNL,2024-01-24,42000.0000,t,9999,6000,1112100001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601582,FP2024_002_1 FREEZER DOS PTS 25 VTSTGU,01,Y600,HNL,2024-01-24,34500.0000,t,9999,6000,1112100001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601583,FP2024_002_2 VITRINA FOGEL VTSTGU,01,Y600,HNL,2024-01-24,111600.0000,t,9999,6000,1112100001
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601584,FP2024_003 REFRIGERADORA REPRODUCTORAS,01,Y600,HNL,2024-01-25,9500.0000,t,1000,6000,1129900099
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601586,FP2024_005 TROCOS  CD TGU SUSTI,01,Y600,HNL,2024-01-25,25000.0000,t,9999,6000,1113000002
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601587,FP2024_006 AIRE ACONDICIONADO AYD,01,Y600,HNL,2024-01-25,25000.0000,t,9999,6000,1113000002
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601920,FP2025_023 20 Impresoras de rutas/CADSUM,01,Y600,HNL,2025-02-25,326800.0000,t,9999,6000,1113000006
2025-08-27 22:33:26.341,DBULNES,2025-08-27 22:33:26.341,DBULNES,601921,FP2025_025 Terraja1-2 Pulg Granja Engord,01,Y600,HNL,2025-03-14,13600.0000,t,9999,6000,1123900002
