createdat,createdby,modifiedat,modifiedby,codigo,descripcion,unidad,segmentonivel1_segmento_codigojerarquia,segmentonivel2_codigojerarquia,segmentonivel3_codigojerarquia,grupoproducto_codigo,tipomaterial_codigo,historico
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000251,ACEITE CAPELLA,GLN,"","","",REPUE040,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000252,ACEITE DE CAJA AUTOMÁTICA ATF,CTO,"","","",REPUE040,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000253,ACEITE MEROPA 220,GLN,"","","",REPUE040,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000254,ELECTRODO 6011,LB,"","","",REPUE010,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000255,ELECTRODO 6013,LB,"","","",REPUE010,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000256,ELECTRODO DE ALUMINIO,LB,"","","",REPUE010,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000257,ELECTRODO DE ACERO INOX 308,LB,"","","",REPUE010,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000258,CINTA AISLANTE,UN,"","","",REPUE048,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000259,CINTA TEFLON,UN,"","","",REPUE011,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000260,SIERRAS PARA SEGUETAS,UN,"","","",REPUE011,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000261,PUERTA PARA CUARTO FRIOS,UN,"","","",EQUIP002,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000262,CRUZ DE KARDAN SPANCER,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000263,SELLO PAYEN NJ472,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000264,ELECTRODO 7018,LB,"","","",REPUE010,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000265,VARILLA DE PLATA 15%,UN,"","","",REPUE011,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000266,BALASTRO DE 75 W,UN,"","","",REPUE048,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000267,BALASTRO DE 40 W,UN,"","","",REPUE048,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000268,"DISCO DE CORTE FINO DE 7""",UN,"","","",REPUE010,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000269,"BOBINA SOLENOIDE DE 5/8""",UN,"","","",REPUE044,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000270,BOTE DE SILICON,UN,"","","",REPUE007,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000271,RELAY DE 12VOLT 80AMP,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000272,RELAY DE 24VOLT 80AMP,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000273,UNION HEMBRA DE 1/4,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000274,UNION HEMBRA DE 1/2,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000275,UNION HEMBRA DE 3/8,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000276,UNION HEMBRA DE 12MM,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000277,SELLO MECANICO DE 1-1/4,UN,"","","",REPUE003,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000278,CARBONES PARA XARIOS 500,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000279,CIELO FALSO SERENE 2X4X1/2,UN,"","","",EQUIP002,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000280,ENGRANAJE (CYCLOIDAL GEAR),UN,"","","",REPUE043,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,18000052,BREEDERVAC IV 1000 DOSIS CUADRUPLE,DOS,"","","",VACUN015,GMED,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,19000015,PAVIPOLLO S/M CONGELADO,LB,06010,0601001001,060100100100,BENEF002,GBEN,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,21000059,MITAD DE POLLO S/M CONG.,LB,02030,0203001002,020300100200,PARTI001,GDES,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,23000020,BLOQUEADO,LB,"","","",ULTER001,GULT,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,60000203,ACIDO ACETICO GLACIAR,L,"","","",LIMPI006,XSUM,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,60000204,TRI-MEX PLUS,KG,"","","",LIMPI004,XSUM,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,60000205,CYPERMETRINA,L,"","","",INSEC001,XSUM,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,60000206,RATICIDA KUKBO,KG,"","","",LIMPI002,XSUM,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,60000207,ROLLO DE RIBBON RESINA DE 4,ROL,"","","",LABOR001,XSUM,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,60000208,PAQUETE DE TIRAS DE OXIDASA,UN,"","","",LABOR001,XSUM,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,60000209,FRASCO DE VOGES PROSKAUER I,ML,"","","",LABOR002,XSUM,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000281,BALINERA (ECCENTRIC BEARING),UN,"","","",REPUE043,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000282,TACO EXPANSORES M6,UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000283,TACO EXPANSORES M8,UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000284,TACO EXPANSORES M10,UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000285,FOCO  NORMAL 110VOLT,UN,"","","",REPUE048,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000286,BOTE PENETRANTE,UN,"","","",REPUE007,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000287,BOTE CARBOCLINER,UN,"","","",REPUE007,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000288,BOTE ELECTROCLINER,UN,"","","",REPUE007,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000289,BOTE DE HETER,UN,"","","",REPUE007,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000290,ELECTRODO DE HIERRO COLADO,UN,"","","",REPUE010,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000291,TACO FISHER S8 CON SU TORNILLO,UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000292,SILBÍN H1 DE 55W 12V,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000293,CONTROL DE PRESIÓN JOHNSON,UN,"","","",REPUE044,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000294,FOCO DE 175W P/CANASTA,UN,"","","",REPUE048,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000295,FOCO DE 250W P/COBRA,UN,"","","",REPUE048,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000296,FOTO CELDA P/CANASTA,UN,"","","",REPUE048,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000297,CENTRO DE ASPAS 5/8,UN,"","","",REPUE044,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000298,CINTA REFLECTIVA PIE,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000299,ESPUMA EXPANCIVA SISTA,UN,"","","",REPUE007,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000300,CONTROL DE ALTA Y BAJA JONHSON,UN,"","","",REPUE044,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000301,RUEDA DE HIERRO DE 5X2,UN,"","","",REPUE045,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000302,"EMPAQUE PARA PUERTA DE 1""",UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000303,ACEITE CATERPILA 15W-40,GLN,"","","",REPUE040,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000304,ACEITE 10W-30 SIN DETERGENTE,CTO,"","","",REPUE040,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000305,BOTE GRASA LIQUIDA,UN,"","","",REPUE007,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000306,CONECTOR CEPO CABLE 750,UN,"","","",REPUE048,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000307,MOTOR P/COMPRESOR XARIOS 500,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000308,BLOWER P/EVAPORADOR XARIOS 500,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,60000210,FRASCO DE VOGES PROSKAUER II,ML,"","","",LABOR002,XSUM,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,60000211,FRASCO DE TDA,ML,"","","",LABOR002,XSUM,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,60000212,FRASCO DE INDOLE KOVAC,ML,"","","",LABOR002,XSUM,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,60000213,FRASCO DE ACEITE MINERAL,ML,"","","",LABOR002,XSUM,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000373,EJE PARA PELADORA DE POLLO,UN,"","","",REPUE010,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000374,BANDA B-65,UN,"","","",REPUE037,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000375,BANDA 78-1724,UN,"","","",REPUE037,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000376,BANDA 78-1822,UN,"","","",REPUE037,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000377,MONITOR DE FASE ENTRADA/SALIDA 230V 3PH,UN,"","","",REPUE055,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000378,BOBINA SANDEN 709 EN 12V,UN,"","","",REPUE055,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000379,BOBINA SANDEN 510 EN 12V,UN,"","","",REPUE055,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000309,PLACA ELECTRONICA XARIOS 500,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000310,COMPRESOR SANDEN 709 24V,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000311,VENTILADORA DE 12” EN 24V,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000312,MOTOR DE 1/4 HP CCW 208-230,UN,"","","",REPUE044,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000313,CAPACITOR 5X370 AMERICANO,UN,"","","",REPUE044,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000314,BOBINA SANDEN 709 EN 24V,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000315,BOBINA SANDEN 510 EN 24V,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000316,LOGO SIEMEN RC230,UN,"","","",REPUE048,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000317,LOGO TD SIEMEN,UN,"","","",REPUE048,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000318,ORING 4X2MM,UN,"","","",REPUE022,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000319,VARIADOR DE FRECUENCIA LS SV0,UN,"","","",REPUE048,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000320,"BOBINA P/LC1-FF115 A F150,230/",UN,"","","",REPUE048,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000321,"CONTACTOR TRIPOLAR 150A, SIN B",UN,"","","",REPUE048,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000322,RELE DE PROTEC TERMICA P/F115,UN,"","","",REPUE048,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000323,POLEA TENSORA UNIVERSAL,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000324,RELAY DE 8 PINES 110 V,UN,"","","",REPUE048,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000325,BASE PARA RELAY DE 8 PINES,UN,"","","",REPUE048,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000326,RELAY DE 8 PINES 220 V,UN,"","","",REPUE048,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000327,"EJE EPT 24"" LARGO Ø 1-1/2 CUÑ 1/2X7""",UN,"","","",REPUE051,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000328,"EJE E.H. DE 22"" LARGO Ø 1-3/16""",UN,"","","",REPUE051,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000329,RECONST. MECAN. COMPRESOR DE 10 TON,UN,"","","",REPUE033,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000330,RECONST. MECAN. COMPRESOR DE 30 TON,UN,"","","",REPUE033,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000331,"EJE E.M 24"" LARGO Ø 1-1/4 CUÑ 4X3/8X3/8",UN,"","","",REPUE051,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000332,"MOTOR 3/4 HP 220V EJE Ø 5/8, 1075 RPM",UN,"","","",REPUE044,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000333,CAPACITOR DE  15x370 AMERICANO,UN,"","","",REPUE044,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000334,PAR DE GUANTES POLIURETANO,UN,"","","",REPUE013,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000335,PLATO DE VALVULAS STD M-4R 10HP,UN,"","","",REPUE044,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000336,PISTON NEUM. DOBLE EFE. 40X100 R/M MCQV2,UN,"","","",REPUE014,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,60000214,CESTAS PLASTICAS PLANTA PROCESO,UN,"","","",MAEMB001,XSUM,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000337,CONTROL DE CABINA ANTES 79-604,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000338,MOTOR CONDESADOR DE 24V,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000339,"COIL, SOLENOID, 24 VDC",UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000340,FUSIBLE DE 40 AMP.,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000341,FUSE 1A. TIME DELAY,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000342,FILTRO SECADOR,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000343,SEPARADOR DE ACEITE,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000344,VALVULA DE EXPANSION,UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000345,"ORIFICE, TXV (No.2)",UN,"","","",REPUE047,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000346,"DISCO PARA CORTADORA 14"" DEWAL",UN,"","","",REPUE010,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000347,DISCOS DE PULIR DE WALT,UN,"","","",REPUE010,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000348,DISCO DE CORTE 41/2 PLANOS,UN,"","","",REPUE010,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000349,DISCO DE CIRCONIO DE 4-1/2,UN,"","","",REPUE010,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000350,PIES DE CADENA DOBLE PASO #120,UN,"","","",REPUE043,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000351,EJE P/REDUCTOR DE MEZCLADORA,UN,"","","",REPUE043,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000352,"TORNILLO PUNTA BROCA DE 1""",UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000353,"TORNILLO PUNTA BROCA DE 1-1/2""",UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000354,"TORNILLO PUNTA BROCA DE 2""",UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000355,"TORNILLO GALV.DE 1/4X1"" COMPLETOS",UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000356,TORNILLO GALV. DE 5/16X1-1/2 COMPLETOS,UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000357,"TORNILLO GALV. DE 3/8X2"" COMPLETOS",UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000358,"TORNILLO GALV. DE 3/8X4"" COMPLETOS",UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000359,"TORNILLO GALV. DE 1/2X2"" COMPLETOS",UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000360,"TORNILLO GRADO 8 DE 3/8X2-1/2"" COMPLETOS",UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000361,"TORNILLO GRADO 8 DE 3/8X3"" COMPLETOS",UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000362,TORNILLO DE ACERO 1/4x1 COMPLETOS,UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000363,TORNILLO DE ACERO 5/16X1 COMPLETOS,UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000364,"TORNILLO DE ACERO 3/8X1"" CON TUERCA SEG",UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000365,TORNILLO CENTRO 3/8X8,UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000366,TORNILLO CENTRO 3/8X10,UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000367,TORNILLO CENTRO 1/2X10,UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000368,TORNILLO GALV. DE 5/16X1 COMPLETOS,UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000369,TORNILLO GRADO 8 DE 1/2X3” COMPLETOS,UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000370,TORNILLO DE ACERO 3/8X1-1/2 COMPLETOS,UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000371,TORNILLO GALV. DE 3/8X1-1/2 COMPLETOS,UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,70000372,TORNILLO DE ACERO 5/16X1-1/2 ROS.CORR,UN,"","","",REPUE012,XREP,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,80000000,AGUA PURIFICADA,UN,"","","",INSUM010,XINS,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,80000001,MARINADOR PIMIENTA LIMON,LB,"","","",INSUM001,XINS,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,80000002,MARINADOR  BARBACOA,LB,"","","",INSUM001,XINS,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,80000003,MARINADOR AL AJILLO,LB,"","","",INSUM001,XINS,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,80000004,CONDIMENTO CHORIRICO,LB,"","","",INSUM001,XINS,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,80000005,GELA NEX,LB,"","","",INSUM001,XINS,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,80000006,FOSS,LB,"","","",INSUM001,XINS,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,80000007,ESPECIAS,LB,"","","",INSUM001,XINS,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,80000008,CHILE MOLIDO PICANTE,LB,"","","",INSUM001,XINS,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,80000009,MARINADOR SABOR MOSTAZA,LB,"","","",INSUM001,XINS,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,80000010,VINAGRE CONDIMENTADO,GLN,"","","",INSUM001,XINS,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,80000011,CONSOME DE POLLO,LB,"","","",INSUM001,XINS,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,80000012,ACHIOTE,LB,"","","",INSUM001,XINS,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,80000013,PASAS,LB,"","","",INSUM001,XINS,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,80000014,PROTEINA DE SOYA G,LB,"","","",INSUM001,XINS,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,80000015,CAMADA,M3,"","","",INSUM009,XINS,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,90000000,CAFE PERGAMINO HUMEDO,LB,"","","",MERCA001,XSER,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,90000001,POLLINAZA QUINTAL,QQI,"","","",MERCA003,XSER,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,90000002,POLLINAZA CARGA,UN,"","","",MERCA003,XSER,t
2025-08-27 22:33:07.746,DBULNES,2025-08-27 22:33:07.746,DBULNES,90000003,GALLINAZA,M3,"","","",MERCA003,XSER,t
