id,createdat,createdby,modifiedat,modifiedby,sociedadfi_codigo,indicadorcuenta,ejercicio,moneda_code,importep1,importep2,importep3,importep4,importep5,importep6,importep7,importep8,importep9,importep10,importep11,importep12,empleado_codigo,bloqueouser,bloqueoadmin,escenario,agrupador_codigo
592e6b0a-39f3-4c74-8751-158134bdc4c4,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
2c9b5af9-a4e1-4040-80e7-56d10c04d983,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
ed89272d-c1c6-4246-a9e6-659fa88cc5ac,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
9848575e-b526-43f6-a440-6bc9a767db63,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,250.0000,250.0000,4388.0000,250.0000,250.0000,250.0000,2250.0000,250.0000,1238.0000,250.0000,250.0000,250.0000,,f,f,1,3_SI_GR25
deeb120b-f675-48a1-975e-6e2b521b33c8,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,400.0000,7700.0000,17428.0000,400.0000,2400.0000,400.0000,2400.0000,400.0000,22941.0000,400.0000,400.0000,400.0000,,f,f,1,3_SI_GR25
d9d73ed3-9cc2-4152-b07f-2d3c4cf606c0,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,7788.0000,4788.0000,34038.0000,5288.0000,4788.0000,4788.0000,8788.0000,11038.0000,17788.0000,14788.0000,4788.0000,4788.0000,,f,f,1,3_SI_GR25
1a61e473-894d-4ea9-9233-af7f999e0132,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,1380.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1380.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
9cb3d657-ec00-4b8f-9ff9-a44a6789c610,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
46915657-a5e0-49f4-8fa2-3ff9c4ab39be,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,28760.0000,60350.0000,25550.0000,25960.0000,16950.0000,18000.0000,32215.0000,24750.0000,16950.0000,16160.0000,24350.0000,14550.0000,,f,f,1,3_SI_GR25
88b183be-0d76-4784-975b-da115406e38b,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,11290.0000,14670.0000,12370.0000,3690.0000,10770.0000,5870.0000,6390.0000,1570.0000,1370.0000,9020.0000,3890.0000,1770.0000,,f,f,1,3_SI_GR25
0f3a0664-95c6-4559-9ad1-6cf12f1c9fef,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
3648fb55-4b9a-4360-9f57-5cff20775865,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,30960.0000,49460.0000,23740.0000,22340.0000,26360.0000,28240.0000,26010.0000,35960.0000,20140.0000,16240.0000,22960.0000,22790.0000,,f,f,1,3_SI_GR25
c2091932-c85f-4884-bf27-36b7094c6af5,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,5720.0000,1890.0000,2390.0000,870.0000,1790.0000,3690.0000,1970.0000,1390.0000,790.0000,450.0000,3610.0000,390.0000,,f,f,1,3_SI_GR25
0ecc6f15-dd7d-4cde-b600-2730f0254db6,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
cc7fb7a1-dc79-4980-b00b-5640a3ffa70b,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
50254fee-443f-4e6a-a773-cdbf6e3958aa,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
1ad43963-c615-42db-9c77-5cbfa2562a1d,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,5290.0000,1890.0000,2390.0000,1290.0000,1390.0000,890.0000,4890.0000,1790.0000,390.0000,470.0000,810.0000,390.0000,,f,f,1,3_SI_GR25
90c7c29d-c297-4991-81d2-7ab605a29a40,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,39830.0000,43150.0000,42180.0000,51500.0000,18700.0000,49180.0000,25850.0000,18300.0000,37580.0000,18250.0000,19900.0000,17150.0000,,f,f,1,3_SI_GR25
7863d46b-b9ce-46f5-910a-2124872232a2,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,21375.0000,15950.0000,18950.0000,1950.0000,19000.0000,6825.0000,8750.0000,1950.0000,27450.0000,1950.0000,1950.0000,2750.0000,,f,f,1,3_SI_GR25
59650328-75d8-4a2d-bd24-38e8cbf07d5b,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,21375.0000,14950.0000,15450.0000,1950.0000,7000.0000,24325.0000,7950.0000,1950.0000,15450.0000,1950.0000,13950.0000,2450.0000,,f,f,1,3_SI_GR25
491f6d13-c86a-4692-815a-b50cd57559c3,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
356f3d09-36e3-4af4-8c17-346ab56f011f,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,32340.0000,13000.0000,4200.0000,4200.0000,4200.0000,16340.0000,20200.0000,8200.0000,4200.0000,4200.0000,4200.0000,4200.0000,,f,f,1,3_SI_GR25
24b733b3-0b4a-435c-b073-17e8d2f49118,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
157b5c13-5268-4fac-a543-f9e103ec4d18,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
72e62355-314f-48b7-a1de-7e6dda80b04e,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,5800.0000,39080.0000,1200.0000,9600.0000,8000.0000,7900.0000,12200.0000,11480.0000,5600.0000,6200.0000,9300.0000,7400.0000,,f,f,1,3_SI_GR25
1580ce71-f6c6-446e-b902-bbdab5596082,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,6750.0000,23210.0000,17550.0000,3440.0000,4150.0000,0.0000,4850.0000,11120.0000,550.0000,9140.0000,1300.0000,2800.0000,,f,f,1,3_SI_GR25
c1e19190-94d4-4cb9-9a2e-596bca311403,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
b82119cd-d354-4b84-be0c-76e8089e89c9,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
a50b8ef4-3909-4636-ab29-5003f8926204,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
fa872cb5-48cf-48d6-8f0f-56b5df02d150,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
e6aee83a-c661-4c46-a8dc-782c7abf20ba,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
b700f400-ccfb-452f-b27b-669a36cea660,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,8170.0000,4670.0000,1420.0000,1120.0000,670.0000,3970.0000,3720.0000,670.0000,2620.0000,670.0000,670.0000,670.0000,,f,f,1,3_SI_GR25
db6f966b-32b4-4869-959d-b001230acd1b,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,2300.0000,10260.0000,800.0000,0.0000,0.0000,0.0000,0.0000,3070.0000,0.0000,1700.0000,600.0000,1500.0000,,f,f,1,3_SI_GR25
9893ab24-7d6e-4542-98b5-60a14fa77381,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,2730.0000,10530.0000,5680.0000,1430.0000,2730.0000,8580.0000,1430.0000,10530.0000,2730.0000,1430.0000,1430.0000,1930.0000,,f,f,1,3_SI_GR25
0beb6193-bf05-4947-bc0c-f720e2348ba4,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGINDUST,2025,HNL,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,3_SI_GR25
c73d7ba3-3230-47f5-a148-79b27698f511,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOSEGURIN,2025,HNL,11009.2458,11009.2458,11009.2458,11009.2458,11009.2458,11009.2458,11009.2458,11009.2458,11009.2458,11009.2458,11009.2458,11009.2458,,f,f,1,4_SCI_ED25
89145f6a-eed1-4e9d-9cf4-8480077dc2a5,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOSEGURIN,2025,HNL,1901.2667,1901.2667,1901.2667,1901.2667,1901.2667,1901.2667,1901.2667,1901.2667,1901.2667,1901.2667,1901.2667,1901.2667,,f,f,1,4_SCI_ME25
2d865c42-609c-4106-8c73-fb14ac584e2d,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOSEGURIN,2025,HNL,12155.2083,12155.2083,12155.2083,12155.2083,12155.2083,12155.2083,12155.2083,12155.2083,12155.2083,12155.2083,12155.2083,12155.2083,,f,f,1,4_SCI_MR25
bcf142d2-6a7f-4618-8d0d-896cd2303960,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOSEGURIN,2025,HNL,31559.1158,31559.1158,31559.1158,31559.1158,31559.1158,31559.1158,31559.1158,31559.1158,31559.1158,31559.1158,31559.1158,31559.1158,,f,f,1,4_SCI_MA25
c9e9528a-d9f9-48a5-b4b9-23e08b231ada,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOSEGURIN,2025,HNL,1625.2083,1625.2083,1625.2083,1625.2083,1625.2083,1625.2083,1625.2083,1625.2083,1625.2083,1625.2083,1625.2083,1625.2083,,f,f,1,4_SCI_SI25
83cc630e-6503-48b2-9b09-c1c72345cae8,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOSEGURIN,2025,HNL,1097.0474,1097.0474,1097.0474,1097.0474,1097.0474,1097.0474,1097.0474,1097.0474,1097.0474,1097.0474,1097.0474,1097.0474,,f,f,1,4_SCI_EC25
bf95307e-08bb-4e7c-8de2-d1bf76953e9e,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOSEGURIN,2025,HNL,1842.0639,1842.0639,1842.0639,1842.0639,1842.0639,1842.0639,1842.0639,1842.0639,1842.0639,1842.0639,1842.0639,1842.0639,,f,f,1,4_SCI_IN25
5ae46bd0-31f1-4e89-91a8-884b3411b256,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOSEGURIN,2025,HNL,630.9544,630.9544,630.9544,630.9544,630.9544,630.9544,630.9544,630.9544,630.9544,630.9544,630.9544,630.9544,,f,f,1,4_SCI_CT25
fabe024d-4463-4be0-b9e5-c3d146036229,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOSEGURVE,2025,HNL,147765.8128,147765.8128,147765.8128,147765.8128,147765.8128,147765.8128,147765.8128,147765.8128,147765.8128,147765.8128,147765.8128,147765.8128,,f,f,1,4_SVE25
47963c80-a4c4-412f-afd2-53a96e6ece6c,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGPATRIM,2025,HNL,38879.7768,30870.6360,30965.0685,37197.0113,37747.6657,35254.7851,31486.1598,30976.3253,31780.3586,35349.7377,44989.6841,33226.1181,,f,f,1,5_SS_RV25
c5f6e9aa-437f-40f6-9e0e-e9a6cce19944,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGPATRIM,2025,HNL,168360.0000,168360.0000,168360.0000,168360.0000,168360.0000,168360.0000,168360.0000,168360.0000,168360.0000,168360.0000,168360.0000,168360.0000,,f,f,1,5_SS_CG25
fa5b1f46-bd3f-48ac-abf0-e51e52daf3ad,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGPATRIM,2025,HNL,495420.0000,495420.0000,495420.0000,495420.0000,495420.0000,495420.0000,495420.0000,495420.0000,495420.0000,495420.0000,495420.0000,495420.0000,,f,f,1,5_SS_GR25
717ac63d-77d7-4d76-9524-1d58b146ab56,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGPATRIM,2025,HNL,484035.0000,484035.0000,484035.0000,484035.0000,484035.0000,484035.0000,484035.0000,484035.0000,484035.0000,484035.0000,484035.0000,484035.0000,,f,f,1,5_SS_GU25
b11db9f2-f982-4863-9698-af77e18b9aab,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGPATRIM,2025,HNL,25300.0000,25300.0000,25300.0000,25300.0000,25300.0000,25300.0000,25300.0000,25300.0000,25300.0000,25300.0000,25300.0000,25300.0000,,f,f,1,5_SS_PA25
af8cc587-0cfc-41cc-ada9-ca951825c9cb,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGPATRIM,2025,HNL,29770.6170,29770.6170,29770.6170,29770.6170,29770.6170,29770.6170,29770.6170,29770.6170,29770.6170,29770.6170,29770.6170,29770.6170,,f,f,1,5_SS_GPS25
16b79316-92cf-4a3a-ba32-d6f6cd031203,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,SEGPATRIM,2025,HNL,20565.4500,20565.4500,20565.4500,20565.4500,20565.4500,20565.4500,20565.4500,20565.4500,20565.4500,20565.4500,20565.4500,20565.4500,,f,f,1,5_SS_AG25
ee78f540-b043-4254-af96-6cc4b1c44c3e,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOIMPIMU,2025,HNL,0.0000,0.0000,0.0000,22462.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,6_IBM_GR25
4364b9c8-dd2e-436b-8d3f-3e3baa398879,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOIMPIMU,2025,HNL,0.0000,0.0000,0.0000,11997.9900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,6_IBM_GR25
1de8fe9b-5031-4fc7-9e8f-52a563e9ce6c,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOIMPIMU,2025,HNL,0.0000,0.0000,0.0000,22462.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,6_IBM_GR25
e0a0c447-e9d2-4730-8cfa-c95fab144ec7,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOIMPIMU,2025,HNL,0.0000,0.0000,0.0000,28051.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,6_IBM_GR25
1c2c135e-414b-4e22-a4f5-ade84403f9b9,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOIMPIMU,2025,HNL,0.0000,0.0000,0.0000,28051.3400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,6_IBM_GR25
bbcaad0e-5d39-44f0-bdca-e491fb3f9aeb,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOIMPIMU,2025,HNL,0.0000,0.0000,0.0000,19104.6100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,6_IBM_GR25
c5e8afc0-11d2-49b2-a3f2-fc0793c83eaa,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOIMPIMU,2025,HNL,0.0000,0.0000,0.0000,14120.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,6_IBM_GR25
e0b8c7bf-871f-4cfe-9ea8-d11fde1e5f8a,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOIMPIMU,2025,HNL,0.0000,0.0000,0.0000,22462.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,6_IBM_GR25
a513905c-53c7-4c94-8a63-689fc4a40ef8,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOIMPIMU,2025,HNL,0.0000,0.0000,0.0000,32750.2900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,6_IBM_GR25
ae85dd28-b3ca-44e0-b538-c296070e8b9e,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOIMPIMU,2025,HNL,0.0000,0.0000,0.0000,22462.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,6_IBM_GR25
01c51a58-5d19-4346-9462-155321a31c06,2025-09-17 22:08:44.746,DBULNES,2025-09-17 22:08:44.746,DBULNES,1000,GTOIMPIMU,2025,HNL,0.0000,0.0000,0.0000,22462.0300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,f,f,1,6_IBM_GR25
