createdat,createdby,modifiedat,modifiedby,empleado_codigo,concepto_codigo
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,11906,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,11909,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,11914,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,11917,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,11919,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,11927,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,11938,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,11949,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,11950,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,11955,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,11966,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,11967,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,11989,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,11994,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,11997,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12006,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12007,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12033,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12048,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12049,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12051,CONBONESPI
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12071,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12072,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12078,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12080,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12082,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12085,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12112,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12113,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12117,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12125,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12139,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12142,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12144,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12152,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12175,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12176,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12178,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12181,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12185,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12199,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12202,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12204,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12206,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12217,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12222,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12225,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12229,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12241,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12245,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12252,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12254,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12255,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12266,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12270,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12272,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12278,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12282,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12284,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12288,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12293,CONBONESPI
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12295,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12305,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12307,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12310,CONBONESPI
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12311,CONBONESPI
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12320,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12322,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12326,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12333,CONBONESPI
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12335,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12338,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12340,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12341,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12358,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12360,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12365,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12366,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12369,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12376,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12377,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12385,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12386,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12391,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12395,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12398,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12399,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12400,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12409,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12411,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12413,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12426,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12439,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12442,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12452,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12453,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12456,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12457,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12460,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12464,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12475,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12478,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12482,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12485,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12495,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12506,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12510,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12514,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12516,CONBONESPI
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12521,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12536,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12540,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12542,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12544,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12546,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12553,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12556,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12570,CONBONESPD
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12597,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12602,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12607,CONBONESPI
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12610,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12620,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12623,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,12650,CONBONESOP
2025-07-23 16:26:02.44,NMATAMOROS,2025-07-23 16:26:02.44,NMATAMOROS,N/A24,CONBONESPD
